Filelist,Original Transcription,Google regular Transcription,Google Enhanced Transcriptions,Azure Transcription,AWS Transcriptions,Google_regular_letter_accuracy,Google_Enhanced_letter_accuracy,Azure_letter_accuracy,AWS_letter_accuracy,Google_regular_word_accuracy,Google_Enhanced_word_accuracy,Azure_word_accuracy,AWS_word_accuracy
mehmet2.wav,Thanks for letting me know your your thoughts on the engagement and that you think you're ready to be promoted to manager. Can you elaborate a little bit on why you think you're ready to be promoted to manager? ,Thanks for letting me know your thoughts on the engagement and that you think you already to be promoted to manager. Can you lower it a little bit on why you think you are ready to be promoted to manager. ,Thanks for letting me know your thoughts on the engagement and that you think you are ready to be promoted to manager.Can you elaborate a little bit on? Why you think you are ready to be promoted to manager?,Thanks for letting me know your your thoughts on engagement and that you think you are ready to be promoted to manager.Can you elaborate a little bit on why you think you are ready to be promoted to manager?,"Thanks for letting me know your, your thoughts on the engagement and that you think you are ready to be promoted to manager. Can you elaborate a little bit on why you think you are ready to be promoted to manager?",71.63461538461539,97.60765550239235,81.81818181818183,99.05660377358491,87.8048780487805,92.6829268292683,92.6829268292683,95.1219512195122
mehmet3.wav,"Hi Rose, great to talk with you today. Thanks for setting this up. I know you're excited to get promoted to manager and that you feel like you've done a good job in the client is happy with your deliverables and your work. Can you tell me more about specifically why? ",Pyro's. Great talk with you today. Thanks for setting sub. I know you are excited to get promoted to manager and that you feel like you have done a good job in the client is happy with your deliverables and your work. Can you tell me where it was for hawaii. ,"Hi Rose.Great talk with you today.Thanks for setting this up.I know you are excited to get promoted to manager and that you feel like you have done a good job in the client is happy with your deliverables and your work.Can you tell me more about specifically, why?",Hi rose.Great talk with you today.Thanks for setting this up.I know you are excited to get promoted to manager and that you feel like you have done a good job in the client. Is happy with your deliverables and your work.Can you tell me more about specifically why?,Higher US. Great talk with you today. Thanks for setting this up. I know you are excited to get promoted to manager and that you feel like you have done a good job in decline is happy with your deliverables and your work. Can you tell me more about specifically why?,77.03984819734345,82.70676691729322,84.21052631578947,90.63670411985018,79.24528301886792,94.33962264150944,94.33962264150944,86.79245283018868
michael1.wav,"Nina, I really appreciate that you invested so much time and wanted to do a stellar job on your first engagement at the firm, but you own your performance and you own your commitment to meeting deadlines. There are a number of resources available to us all in terms of getting help asking teammates and colleagues. I'd be happy to show you how to look back at some of those things. But in terms of the overall performance, we can't let this happen again. So what do you think you could take as next steps in order to prevent this from happening again?",Nina i really appreciate that you invested so much time and wanted to do a stellar job on your first engagement the firm. But you own your performance and you own your commitment to meeting deadlines. There are number of resources available to us all in terms of getting help asking teammates and colleagues. I'd be happy to show you how to look back on some of those things. But in terms of the overall performance we can't let this happen again. So. What do you think you could take as next steps in order to prevent this from happening again. ,"Nina, I really appreciate that. You invested so much time at wanted to do a stellar job on your first engagement at the firm.But you own your performance and you own your commitment to meeting deadlines.There are a number of resources available to us all in terms of getting help asking teammates and colleagues.I'd be happy to show you how to look back on some of those things.But in terms of the overall performance, we can't let this happen again.so,What do you think you could take as next steps in order to prevent this from happening again?","Nina, I really appreciate that you invested so much time and wanted to do a stellar job on your first engagement at the firm.But you own your performance and you own your commitment to meeting deadlines.There are a number of resources available to us all in terms of getting help, asking teammates and colleagues.I'd be happy to show you how to look back on some of those things.But in terms of the overall performance, we can't let this happen again.So.What do you think you could take as next steps in order to prevent this from happening again?","Nina. I really appreciate that. You invested so much time and wanted to do a stellar job on your first engagement at the firm. But you own your performance and you own your commitment to meeting deadlines. There are a number of resources available to us all in terms of getting help, asking team mates and colleagues. I'd be happy to show you how to look back on some of those things. But in terms of the overall performance, we can't let this happen again. So what do you think you could take as next steps in order to prevent this from happening again?",74.7493163172288,80.94804010938924,81.23861566484517,99.36651583710407,97.14285714285714,98.09523809523809,99.04761904761905,98.09523809523809
michael2.wav,Proactively asking the right questions and getting the right training is key. You have to take ownership of your performance and development. There's a number of resources provided by EY to develop your skills. Let's identify these and use them to improve your performance.,Proactively asking the right questions and getting the right training is key. You have to take ownership of your performance and development. There's a number of resources provided by ey to develop your skills. What's identify these and use them to improve your performance. ,Proactively asking the right questions and getting the right training is key.You have to take ownership of your performance and development.There's a number of resources provided by ey to develop your skills.Let's identify these and use them to improve your performance.,Proactively asking the right questions and getting the right training is key.You have to take ownership of your performance and development.There's a number of resources provided by E to develop your skills.Let's identify these and use them to improve your performance.,Proactively asking the right questions and getting the right training is key. You have to take ownership of your performance and development. There's a number of resources provided by EY. To develop your skills. Let's identify these and use them to improve your performance. Mhm.,77.00729927007299,76.61141804788214,67.52767527675276,67.7536231884058,97.82608695652173,100.0,97.82608695652173,100.0
michael3.wav,At EY We offer a lot of different training  opportunities for you.  You can do training modules online or connect with your peer advisor. You need to be proactive in getting the training you need when you are unclear on something. ,At me why we offer a lot of different training opportunities for you. You can do training modules online or connect with your period bizer. You need to be proactive and getting the training you need when you're unclear on something. ,"Anyway, we offer a lot of different training opportunities for you.You can do training modules online or connect with your peer advisor.You need to be proactive in getting the training you need when you're unclear on something.",That is why we offer a lot of different training opportunities for you.You can do training modules online or connect with your peer advisor.You need to be proactive in getting the training you need when you're unclear on something.,"At EY, we offer a lot of different training opportunities for you. You can do training modules online or connect with your period visor. You need to be proactive in getting the training you need when you're unclear on something.",41.810344827586206,70.74235807860262,69.6969696969697,87.58169934640523,85.36585365853658,90.2439024390244,90.2439024390244,87.8048780487805
parul1.wav,You said you did a good job. Can you tell me what specific actions that you feel were manager-level?,You said you did a good job can you tell me what specific actions that you feel her manager level. ,You said you did a good job. Can you tell me what specific actions that you feel were manager level?,"You said you did a good job, can you tell me what specific actions that you feel were manager level?","You said you did a good job, can you tell me what specific actions that you feel will manage your level?",97.48743718592965,100.0,100.0,76.47058823529412,95.0,100.0,100.0,85.0
parul2.wav,I think it's good to good to hear. I'm glad we have this conversation because you're thinking about a big promoted to a manager as we start working towards a plan to understand how we can help you support that case. It's also important to understand what kind of feedback you get in.,I think it's good to hear. I'm glad we have this conversation because you thinking about a big promotion to manager as we start to understand. ,"I think it's good to hear.I'm glad we are we have this conversation because you're thinking about a big promotion to a manager as we start working towards a plan, to understand how we can help support your case. It's also important to understand what kind of feedback you get in.","I think it's good to hear.I, I'm glad we are. We have this conversation because you're thinking about a big promotion to manager as we start working towards a plan to understand how we can help support your case. It's also important to understand what kind of feedback you get in.",I think it's good to hear. I'm glad we are. We have this conversation because you're thinking about a big promotion to a manager as we start working towards a plan to understand how we can help support your case. It's also important to understand what kind of feedback you get in.,65.72769953051643,59.7864768683274,59.68028419182948,59.68028419182948,47.368421052631575,91.22807017543859,89.47368421052632,91.22807017543859
parul3.wav,"Hi Rose, I'm glad we have a chance to talk. I understand that you feel that. You did a real good job on the client project and I'd like to hear a little bit more about your contributions. And and and just how you feel that that you did a good job with the client. Just you know, any feedback that you can give me about some things you heard may also, you know, I'd like to talk to you a little bit more about why you believe that you're ready for promotion. I think it's important to kind of understand where you're at from your perspective so I can give you a mind perspective as well.",Hi rose i'm glad we have a chance to talk. I understand that you feel that. You did not have a good job on the pipeline project. ,"Hi Rose. I'm glad we have a chance to talk.I understand that you feel that?You did not have a grill, good job on the client project and I'd like to hear a little bit more about your contributions and and and and and just how you feel that you did a good job with the client just you know any feedback that you give me about some things you all heard may also, you know, I'd like to talk to you a little bit more about why you believe that, you're ready for the promotion. I think it's important to kind of understand Where you are from your perspective so I can give you a mind perspective as well.","Hi Rose, I'm glad we have a chance to talk.I understand that you feel that.You did not have a grill. Good job on the client project and I'd like to hear a little bit more about your contributions.","Hi Rose. I'm glad we have a chance to talk. I understand that you feel that you did not have a real good job on the client project. And I'd like to hear a little bit more about your contributions. Mm And and and and and just how you feel that you did a good job with the client. Just, you know, any feedback that you give me about. Some things you all heard may also, you know, I'd like to talk to you a little bit more about why you believe that you're ready for the promotion. I think it's important to kind of understand where you are from your perspective so I can give you a mind perspective as well.",32.72727272727273,72.63513513513513,46.80306905370844,83.9630562552477,20.32520325203252,95.9349593495935,31.70731707317073,96.7479674796748
srilakshmi1.mp4.wav,"Hey Rose, happy to talk to you today. So you said you think you're ready to promote to manager. You also say that that you think the client was happy with you working your deliverables wage. Can you elaborate a little bit further on why you think you're ready to promote to manager this year?",Who's happy to talk to you today. So you said you think you are ready to promote to manager. You also said that that you think the client was happy with you working you would deliver will space. Can you elaborate a little bit further on why you think you are ready to promote a manager this year. ,"Heroes. Happy to talk to you today.So you said, you think you are ready to promote to manager?You also say that that you think the client was happy with you, working your deliverables wage.Can you elaborate a little bit further on why you think you're ready to promote to manager this year?",Heroes happy to talk to you today.So you said you think you are ready to promote to manager?You also say that that you think the client was happy with you working your deliverable swish.Can you elaborate a little bit further on why you think you are ready to promote to manager this year?,Heroes happy to talk to you today. So you said you think you are ready to promote to manager? You also say that that you think the client was happy with you working your deliverable stage. Can you elaborate a little bit further on why you think you're ready to promote to manager this year?,40.0679117147708,68.04123711340206,42.41379310344828,78.00687285223368,82.45614035087719,94.73684210526315,87.71929824561403,89.47368421052632
srilakshmi2.mp4.wav,"Thank you so much for this conversation. So to be clear you're looking for promotion and you feel like you've done the right work and the client is happy with your work home. It's important for us to focus over the next few weeks on how we're going to get you there. And also if you're ready for this change, it's going to be a tremendous amount of work. How are you prepared for the future?",Thank you so much for this conversation. Error:To be clear you are looking for promotion and you feel like you have done that right work on the client is happy with your welcome. It's important for us to focus forward the next. Few weeks on how we're going to get you this. And also if you are ready for this change. It's going to be a tremendous amount of work. How are you prepared for the future. ,"Thank you so much for this conversation.so,To be clear. You are looking for promotion and you feel like you have done the right work on the client is happy with your work home.It's important for us to focus over the next.Few weeks on how we are going to get you there.and also, if you are ready for this change,It's going to be a tremendous amount of work.How are you prepared for the future?","Thank you so much for this conversation.So.To be clear, you are looking for promotion and you feel like you have done the right work on the client is happy with your work home.It's important for us to focus forward the next.Few weeks on how we are going to get you there.And also if you are ready for this change.It's going to be a tremendous amount of work.How are you prepared for the future?","Thank you so much for this conversation. So to be clear, you are looking for promotion and you feel like you have done the right work and the client is happy with your work home. It's important for us to focus forward the next few weeks on how we are going to get you there. And also, if you are ready for this change, it's going to be a tremendous amount of work. How are you prepared for the future?",47.02907711757269,48.53128991060026,39.23566878980892,73.98989898989899,87.8048780487805,93.90243902439023,92.6829268292683,93.90243902439023
srilakshmi3.mp4.wav,Rose I understand that you did you succeeded in this this implementation the I want to question you to understand a little bit more about why you think you're ready for a promotion and what you think goes into that?,I understand that you did you succeeded in this this implementation. I want to question you to understand a little bit more about. Why you think you are ready for your promotion. And what you think goes into that. ,"I understand that you did you succeeded in this? This implementation.the, I want to question you to understand a little bit more aboutWhy you think you are ready for your promotion?And what you think goes into that?","Truth, I understand that you did. You succeeded in this this implementation.The I want to question do to understand a little bit more about.Why you think you are ready for their promotion?And what you think goes into that.",Truth I understand that you did. You succeeded in this this implementation that I want to question you to understand you a little bit more about why you think you are ready for your promotion and what you think goes into that.,96.03729603729604,96.74418604651163,82.83752860411899,82.99319727891157,90.2439024390244,87.8048780487805,90.2439024390244,90.2439024390244
suzanne1.wav,"Hi Rose. Thank you for bringing this to my attention. So if I'm hearing you right based on your performance on our last engagement and based on your belief that the client was satisfied with your deliverables and with your work, you believe that you are up for promotion this year. Can you tell me a little bit more about the other projects you've been working on in your performance with those?",Hi rose. Thank you for bringing this to my attention. So if i'm hearing you right. Based on your performance on our last engagement. Based on your belief that the client was satisfied with your deliverables and with your work. You believe that you were up for promotion this year. Can you tell me a little bit more about the other projects that you've been working on in your performance. With those. ,"Hi Rose.Thank you for bringing this to my attention.So, if I'm hearing you, right?Based on your performance on our last engagement.And based on your belief that the client was satisfied with your deliverables and with your work.You believe that you are up for promotion this year?Can you tell me a little bit more about the other projects that you've been working on in your performance?With those.",Hi rose.Thank you for bringing this to my attention.So if I'm hearing you right?Based on your performance on our last engagement.And based on your belief that the client was satisfied with your deliverables and with your work.You believe that you were up for a promotion this year?Can you tell me a little bit more about the other projects that you've been working on in your performance?With those,"Hi Rose thank you for bringing this to my attention. So if I'm hearing you right, based on your performance, on our last engagement and based on your belief that the client was satisfied with your deliverables and with your work, you believe that you were up for promotion this year. Can you tell me a little bit more about the other projects that you've been working on in your performance with those?",36.93467336683417,93.31651954602775,90.79445145018916,98.61982434127981,97.2972972972973,100.0,98.64864864864865,98.64864864864865
suzanne10.wav,So you think you're ready for promotion? Can you tell me why you think that is?,So you think you're ready for promotion. Can you tell me why you think that is. ,"So, you think you're ready for a promotion?Can you tell me why you think that is?",So you think you're ready for promotion?Can you tell me why you think that is?,"So you think you're ready for promotion, Can you tell me why you think that is?",99.37106918238993,97.5,99.36305732484077,100.0,100.0,100.0,100.0,100.0
suzanne11.wav,Do you think you're ready for promotion?,Do you think you're ready for promotion. ,Do you think you're ready for a promotion?,Do you think you're ready for a promotion?,Do You think You're ready for promotion?,98.76543209876543,97.5609756097561,97.5609756097561,100.0,100.0,100.0,100.0,100.0
suzanne12.wav,Is all red violets are blue. I'm bored of this. How about you?,Is all red violets are blue. I'm bored of this. How about you. ,"He's all red, violets are blue.I'm bored of this.How about you?","He's all red, violets are blue.I'm bored of this.How about you?","It's all red violets are blue, I'm bored of this, How about you?",99.2,94.39999999999999,94.39999999999999,98.4126984126984,100.0,92.85714285714286,92.85714285714286,92.85714285714286
suzanne2.wav,Thanks for sharing all of this information with me. Can you help me understand? What areas that you think the client was really particularly happy with and what deliverables do you think you excelled in? I'd like understand how these reflect your promotion to (your) manager.,Thanks for sharing all of this information with me. Can you help me understand. What areas do you think the client was really particularly happy with. And what deliverables do you think you excelled in. About to understand how these reflect your promotion. Your manager. ,Thanks for sharing all of this information with me.Can you help me understand?What areas do you think the client was really particularly happy with?And what deliverables do you think you excelled in?I'd like to understand how these reflect your promotion.To your manager.,Thanks for sharing all of this information with me.Can you help me understand?What areas do you think the client was really particularly happy with?And what deliverables do you think you excelled in?I'd like to understand how these reflect your promotion.To your manager.,"Yeah, thanks for sharing all of this information with me. Can you help me understand what areas do you think the client was really particularly happy with? And what deliverables do you think you excelled in? I'd like to understand how these reflect your promotion to your manager.",76.55677655677655,61.53846153846154,61.53846153846154,54.054054054054056,89.36170212765957,97.87234042553192,97.87234042553192,97.87234042553192
suzanne3.wav,"Well Rose, thanks for sharing that with me. So I understand that you feel like you've done a great job on the client site. And you feel like you're ready for that next step. Can you share a little bit more with me as to why you feel like you're ready?",Melrose thanks for sharing that with me. But i understand you feel. You did a great job on the client site. And you feel like you're ready for that next step. Can you share a little bit more with me as to why you feel like you're ready. ,"Well Rose, thanks for sharing that with me.I understand that you feel.Did a great job on the client site.And you feel like you're ready for that next step.Can you share a little bit more with me as to why you feel like you're ready?","Well Rose, thanks for sharing that with me.Well, I understand that you feel.You've done a great job on the client site.And you feel like you're ready for that next step.Can you share a little bit more with me as to why you feel like you're ready?","Well, Rose, thanks for sharing that with me. Well, I understand that you feel you've done a great job on the client site and you feel you're ready for that next step? Can you share a little bit more with me as to why you feel like you're ready?",12.295081967213115,37.68115942028986,36.61971830985916,25.454545454545453,87.03703703703704,90.74074074074075,96.29629629629629,94.44444444444444
suzanne4.wav,Thanks for letting me know. Can you provide some additional information?,For letting me know. Can you provide some additional information. ,Thanks for letting me know.Can you provide some additional information?,Thanks for letting me know.Can you provide some additional information?,"Thanks for letting me know, can you provide some additional information?",94.20289855072464,99.3006993006993,99.3006993006993,100.0,90.9090909090909,100.0,100.0,100.0
suzanne5.wav,Rose I think you've done good work. There are a couple of Milestones that you need to match to get to the next level.,Rose i think you've done good work. There are a couple of milestones that you need to match to get to the next level. ,Rose. I think you've done good work.There are a couple of Milestones that you need to match to get to the next level.,"Rose, I think you've done good work.There are a couple of milestones that you need to match to get to the next level.","Rose, I think you've done good work. There are a couple of milestones that you need to match to get to the next level.",99.57446808510639,99.14529914529915,99.14529914529915,99.57446808510639,100.0,100.0,100.0,100.0
suzanne6.wav,Hey Rose.,Hey rose. ,Hey Rose.,Hey rose.,Hey Rose.,94.73684210526315,100.0,100.0,100.0,100.0,100.0,100.0,100.0
suzanne7.wav,Hi Rose. Thanks so much for meeting with me today. It's great to hear that you're doing a good job (for) the client and that they're happy with your work. It definitely sounds like you're ready to consider a promotion to manager. Can you elaborate a little bit more about what that means for you? Please elaborate on the qualities and skills and capabilities that you have that demonstrate your Readiness for promotion.,Hi rose. Thanks so much for meeting with me today. It's great to hear that you're doing a good job for the client and if they're happy with your work. It definitely sounds like you're ready to consider promotion to manager. Can you elaborate a little bit more about what that means for you. Please elaborate on the qualities and skills and capabilities that you have. That demonstrate your readiness for promotion. ,"Hi Rose.Thanks so much for meeting with me today.It's great to hear that. You're doing a good job for the client and that they're happy with your work.It definitely sounds like you're ready to consider a promotion to manager.Can you elaborate a little bit more about what that means for you?Please, elaborate on the qualities and skills and capabilities that you have.That demonstrate your Readiness for promotion.",Hi rose.Thanks so much for meeting with me today.It's great to hear that you're doing a good job for the client and that they're happy with your work.It definitely sounds like you're ready to consider a promotion to manager.Can you elaborate a little bit more about what that means for you?Please elaborate on the qualities and skills and capabilities that you have.That demonstrate your readiness for promotion.,Hi Rose thanks so much for meeting with me today. It's great to hear that you're doing a good job for the client and that they're happy with your work. It definitely sounds like you're ready to consider a promotion to manager. Can you elaborate a little bit more about what that means for you? Please elaborate on the qualities and skills and capabilities that you have that demonstrate your readiness for promotion.,86.810551558753,97.47899159663865,99.15764139590854,99.64071856287426,97.40259740259741,100.0,100.0,100.0
suzanne8.wav,"Interesting, tell me more about why you are expecting to get promoted.",Interesting. Tell me more about why you are expecting to get promoted. ,Interesting.Tell me more about why you are expecting to get promoted.,Interesting.Tell me more about why you are expecting to get promoted.,Interesting Tell me more about why you are expecting to get promoted.,99.29078014184397,99.28057553956835,99.28057553956835,99.28057553956835,100.0,100.0,100.0,100.0
suzanne9.wav,Thanks for sharing this with me Rose. So you think you’re ready to be a manager. Tell me. Why do you think that is?,Thanks for sharing this with me rose. So you think you're ready to be a manager. Tell me. What do you think that is. ,Thanks for sharing this with me Rose.So you think you're ready to be a manager?Tell me.What do you think that is?,"Thanks for sharing this with me, rose.So you think you're ready to be a manager?Tell me.Why do you think that is?","Thanks for sharing this with me, Rose, So you think you're ready to be a manager? Tell me why do you think that is?",98.27586206896551,97.36842105263158,98.24561403508771,99.1304347826087,96.0,96.0,100.0,100.0
